<Sykepleierdiagnoser>
ID|Term_EN|Term_NO
710963004|Management of incontinence appliance regime (procedure)|håndtering av inkontinenshjelpemiddel
14766002|Aspiration (procedure)|aspirasjon
710739003|Education of caregiver about toilet training (situation)|undervisning av omsorgsgjever om toalett-trening
225358003|Wound care (regime/therapy)|sårbehandling
15886004|Screening for malignant neoplastic disease (procedure)|kreftscreening
78533007|Irrigation of urinary bladder (procedure)|blæreskyljing
23835007|Electroconvulsive therapy (procedure)|elektrokonvulsiv behandling
710141009|Promotion of caregiver child attachment (procedure)|fremming av tilknytning mellom omsorgsgiver og barn
372032001|Evaluation of wound healing progress (procedure)|vurdering av sårtilheiling
15201000202102|Promoting participation in family therapy (procedure)|fremming av deltakelse i enfamiliegruppe
568061000202104|Measurement of urine volume hourly (procedure)|måling av timediurese
104847001|Oxygen saturation measurement (procedure)|måling av oksygenmetning
709754005|Liaising with religious service (procedure)|samarbeid med religiøs tjeneste
709484001|Assessment of knowledge of environmental safety (procedure)|vurdering av kunnskap om miljøsikkerhet
517801000202106|Councelling about socially acceptable behavior (procedure)|rettleiing om sosialt akseptert åtferd
507901000202104|Promotion of anxiety coping (procedure)|fremjing av angstmeistring
385931008|Edema control assessment (procedure)|vurdering av ødemkontroll
710060004|Management of anxiety (procedure)|håndtering av angst
72027000|Radial pulse taking (procedure)|teljing av radialpuls
710880004|Education about dying process (procedure)|undervisning om dødsprosess
713108007|Provide status report to multidisciplinary team (procedure)|rapportering av status til tverrfaglig team
10431000202102|Assessment during encounter (procedure)|vurdering i møte med helsevesenet
1230176002|Positioning subject in supine position (procedure)|leiring i ryggleie
309056006|Denture care education (procedure)|undervisning om stell av tannprotese
406152008|Admission assessment (procedure)|innkomstvurdering
710709008|Education about sexual behavior (procedure)|undervisning om seksuell åtferd
386515000|Animal-assisted therapy (regime/therapy)|dyreassistert terapi
712555000|Liaising about dietary regime (procedure)|samarbeid om kostholdsregime
709483007|Assessment of knowledge of disease (procedure)|vurdering av kunnskap om sykdom
1156688001|Facilitation of grieving process (procedure)|tilrettelegging for sorgprosess
710979003|Observation of altered perception (regime/therapy)|observasjon av endra persepsjon
710838003|Assessment of barriers to adherence (procedure)|vurdering av hinder for etterlevelse
713148004|Symptom management (procedure)|symptomhåndtering
225967005|Self-care patient education (procedure)|pasientopplæring om eigenomsorg
386234001|Cesarean section care (regime/therapy)|pleie ved keisarsnitt
226010006|Assisting with eating and drinking (procedure)|bistand til spising og drikking
396081009|Adverse drug reaction prevention management (procedure)|håndtering av forebygging av legemiddelbivirkninger
287841000202103|Referral to multidisciplinary team (procedure)|tilvising til tverrfagleg team
337391000202100|Education about prevention of constipation (procedure)|undervisning om forebygging av obstipasjon
1155763009|Referral for respiratory therapy (procedure)|tilvising til respirasjonsbehandling
225417009|Intermittent observation (regime/therapy)|intermitterande observasjon
308451001|Referral to podiatrist (procedure)|henvisning til fotterapeut
710754009|Family education about fall prevention (situation)|pårørandeundervisning om fallførebygging
709258009|Assessment of acceptance of health status (procedure)|vurdering av aksept av helsetilstand
386256003|Delusion management (regime/therapy)|håndtering av vrangforestillinger
710831009|Assessment of adherence to immunization regime (procedure)|vurdering av etterleving av vaksinasjonsprogram
1366004|Inhalation therapy procedure (procedure)|inhalasjonsbehandling
1230179009|Positioning subject in lateral decubitus position (procedure)|leiring i sideleie
710972007|Maintaining fall safety alarm (procedure)|framleis bruk av fallalarm
311677003|Swallowing promotion therapy (regime/therapy)|svelgjefremjande behandling
710829000|Assessment of active range of motion (procedure)|vurdering av aktivt rørsleutslag
278541000202107|Provision of food specially preferred by patient (procedure)|tilbod om ønskjekost
182970005|Pain relief (procedure)|smertelindring
302497006|Hemodialysis (procedure)|hemodialyse
182809008|Renal function monitoring (regime/therapy)|overvåking av nyrefunksjon
308447003|Referral to physiotherapist (procedure)|henvisning til fysioterapeut
710580007|Education about fall prevention (procedure)|undervisning om fallførebygging
370825001|Implementation of protective measures to prevent injury due to laser sources (procedure)|førebygging av laserskade
710140005|Promotion of bowel routine (procedure)|fremming av rutine for defekasjon
711170009|Reinforcement of adherence to physical therapy regimen (procedure)|forsterkning av etterlevelse av fysioterapi
710154002|Promotion of positive psychological status (procedure)|fremjing av positiv psykisk status
293771000119100|History of lower gastrointestinal bleed (situation)|anamnese på blødning i nedre gastrointestinaltraktus
1217461009|Facilitation of ability to communicate about dying process (procedure)|tilrettelegging for samtale om døden
711119000|Facilitation of ability to communicate needs (procedure)|tilrettelegging for å kommunisera behov
427206005|Post fall assessment (procedure)|vurdering etter fall
243094003|Breastfeeding education (procedure)|undervisning om amming
229567009|Intermittent compression therapy (regime/therapy)|intermitterende kompresjonsbehandling
387421000202102|Assistance to balancing activity and rest (procedure)|bistand til å balansere aktivitet og hvile
18151000202102|Facilitation of leisure activity (procedure)|tilrettelegging av fritidsaktivitet
408914003|Parenteral feeding management (procedure)|handtering av parenteral ernæring
710839006|Assessment of cardiac status using monitoring device (procedure)|vurdering av hjertestatus med overvåkningsutstyr
1153456006|Auscultation of abdomen (procedure)|auskultasjon av abdomen
710974008|Prevention of osteoporosis (procedure)|forebygging av osteoporose
386342003|Kangaroo care (regime/therapy)|kenguruomsorg
39543009|Administration of insulin (procedure)|administrasjon av insulin
386489000|Urinary incontinence care: enuresis (regime/therapy)|pleie ved enurese
710337004|Family education about fluid balance (situation)|pårørandeundervisning om væskebalanse
83099006|Manual external cardiac massage with closed chest (procedure)|manuelle brystkompresjonar
707204006|Monitoring of discharge per vagina (regime/therapy)|overvåking av vaginal utflod
1156522008|Education about normal psychological response (procedure)|undervisning om normal psykologisk respons
33879002|Administration of vaccine to produce active immunity (procedure)|vaksinasjon
410239009|Pain control education (procedure)|undervisning om smertekontroll
713099008|Education about fetal development (procedure)|undervisning om fosterutvikling
431340005|Referral to breastfeeding peer support service (procedure)|henvisning til støttegruppe for amming
385696002|Cast care education (procedure)|undervisning om gipsbehandling
710914003|Referral to family therapy (procedure)|tilvising til familieterapi
711121005|Facilitation of family ability to participate in care plan (procedure)|tilrettelegging for at familie kan delta i behandlingsplan
709765000|Evaluation of psychosocial response to instruction (procedure)|vurdering av psykososial respons på opplæring
709514005|Assessment of risk for stoma complication (procedure)|vurdering av risiko for stomikomplikasjon
385902009|Hearing aid care education (procedure)|undervisning om vedlikehold av høreapparat
370883005|Abuse prevention education (procedure)|undervisning om overgrepsførebygging
710059009|Management of withdrawal symptom (procedure)|håndtering av abstinenssymptomer
423687009|Peripheral intravenous catheter care (regime/therapy)|stell av perifert venekateter
386514001|Anger control assistance (procedure)|bistand til sinnekontroll
386435002|Shock management: compromised volume (procedure)|håndtering av hypovolemisk sjokk
713126005|Coordination of case conference (procedure)|koordinering av fagmøte
370792002|Evaluation of environment for home care (procedure)|evaluering av bustad før helsehjelp blir teken imot i heimen
16371000202105|Assessment of confusion (procedure)|vurdering av forvirring
1284866007|Counseling about relaxation technique (procedure)|rettleiing i avslappingsteknikk
384745002|Maintenance of gastrointestinal tract tube (procedure)|stell av enteral sonde
75461000|Infant care education (procedure)|undervisning om spedbarnsomsorg
711027007|Diabetic ulcer care (regime/therapy)|stell av diabetessår
65653002|Pulse taking (procedure)|pulstelling
392155009|Care regimes education (procedure)|undervisning om behandlingsregime
133916000|Role clarification (procedure)|rolleavklaring
710718005|Education about family process (procedure)|undervisning om pårørandeprosess
103699006|Referral to dietitian (procedure)|henvisning til klinisk ernæringsfysiolog
702396006|Childbirth education (procedure)|fødselsundervisning
385898003|Ear care assessment (procedure)|vurdering av ørestell
710845003|Assessment of decision making ability (procedure)|vurdering av avgjerdsevne
1172583004|Promotion of sleep hygiene (procedure)|fremming av søvnhygiene
18161000202104|Liaising with employer (procedure)|samarbeid med arbeidsgiver
711054005|Assessment of risk for falls on admission (procedure)|vurdering av fallrisiko ved innlegging
